,0,1,2,3,4,5,6,7,8
29,309,"James Jones, SG",CLE,48,7.9,-0.91,-1.27,-2.18,0.23
30,310,"Rodney Stuckey, PG",IND,39,17.8,-1.66,-0.91,-2.57,0.23
31,311,"Omri Casspi, F",NO/MIN/SAC,36,17.9,-2.35,0.05,-2.30,0.22
32,312,"Marshall Plumlee, C",NY,21,8.1,-1.75,0.65,-1.10,0.22
33,313,"Monta Ellis, SG",IND,74,27.0,-1.32,-1.64,-2.96,0.21
34,314,"Pat Connaughton, SG",POR,39,8.1,-1.28,-0.79,-2.07,0.21
35,315,"Chris Andersen, PF",CLE,12,9.5,-1.40,1.02,-0.38,0.20
36,316,"Chasson Randle, PG",NY/PHI,26,11.5,-0.74,-1.36,-2.10,0.20
37,317,"Rakeem Christmas, PF",IND,29,7.6,-2.20,0.50,-1.70,0.20
38,318,"Kyle Singler, SF",OKC,32,12.0,-3.25,0.90,-2.35,0.19
39,319,"Anthony Bennett, PF",BKN,23,11.5,-0.76,-1.29,-2.05,0.19
40,320,"Malcolm Delaney, PG",ATL,73,17.1,-2.64,-0.25,-2.89,0.18
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,321,"Malik Beasley, SG",DEN,22,7.5,-1.74,0.21,-1.53,0.18
2,322,"Nick Collison, F",OKC,20,6.4,-2.18,1.12,-1.06,0.17
3,323,"Brandon Bass, PF",LAC,52,11.1,-1.06,-1.59,-2.65,0.17
4,324,"Joel Anthony, PF",SA,19,6.4,-2.41,1.44,-0.97,0.17
5,325,"Ian Clark, SG",GS,77,14.8,-1.08,-1.82,-2.90,0.17
6,326,"Zach LaVine, PG",MIN,47,37.2,-0.62,-2.35,-2.97,0.17
7,327,"Mike Miller, SG",DEN,20,7.6,-1.93,0.35,-1.58,0.16
8,328,"AJ Hammons, C",DAL,22,7.4,-2.77,1.27,-1.50,0.16
9,329,"Sheldon Mac, SG",WSH,30,9.6,-2.25,-0.08,-2.33,0.14
10,330,"James Young, SG",BOS,29,7.6,-1.88,-0.28,-2.16,0.14
11,331,"Gerald Green, SG",BOS,47,11.4,-1.27,-1.47,-2.74,0.13
12,332,"Christian Wood, PF",CHA,13,8.2,-2.06,0.97,-1.09,0.13
13,333,"Jose Calderon, PG",ATL/LAL,41,13.1,-2.40,-0.36,-2.76,0.12
14,334,"Metta World Peace, SF",LAL,25,6.4,-2.61,0.53,-2.08,0.11
15,335,"Treveon Graham, SG",CHA,27,7.0,-2.19,0.02,-2.17,0.11
16,336,"Noah Vonleh, PF",POR,74,17.1,-4.02,1.03,-2.99,0.11
17,337,"Anderson Varejao, C",GS,14,6.6,-1.74,0.65,-1.09,0.10
18,338,"Jared Sullinger, C",TOR,11,10.7,-2.70,0.90,-1.80,0.10
19,339,"Henry Ellenson, PF",DET,19,7.7,-2.32,0.38,-1.94,0.10
20,340,"Udonis Haslem, PF",MIA,16,8.1,-2.79,0.73,-2.06,0.09
21,341,"Tiago Splitter, C",PHI,8,9.5,-1.97,0.69,-1.28,0.09
22,342,"Chris McCullough, PF",BKN/WSH,16,5.0,-1.58,0.18,-1.40,0.09
23,343,"Malachi Richardson, SG",SAC,22,9.0,-2.29,-0.14,-2.43,0.09
24,344,"Leandro Barbosa, SG",PHX,67,14.4,-1.50,-1.50,-3.00,0.08
25,345,"Alonzo Gee, SF",DEN,13,6.8,-2.11,0.43,-1.68,0.08
26,346,"Ryan Kelly, PF",ATL,16,6.9,-1.94,1.45,-0.49,0.08
27,347,"Anthony Brown, SF",NO/ORL,11,14.5,-1.42,-0.34,-1.76,0.08
28,348,"Johnny O'Bryant III, PF",DEN/CHA,11,7.3,-1.92,0.30,-1.62,0.08
29,349,"Georgios Papagiannis, C",SAC,22,16.1,-2.47,-0.30,-2.77,0.08
30,350,"Joel Bolomboy, PF",UTAH,12,4.4,-1.95,1.03,-0.92,0.07
31,351,"Alex Poythress, SF",PHI,6,26.2,-1.91,-0.47,-2.38,0.07
32,352,"Maurice Ndour, SF",NY,32,10.3,-1.94,-0.37,-2.31,0.07
33,353,"Damian Jones, C",GS,10,8.5,-2.58,0.80,-1.78,0.07
34,354,"Dejounte Murray, PG",SA,38,8.5,-1.97,-0.83,-2.80,0.07
35,355,"Spencer Hawes, PF",MIL/CHA,54,14.8,-2.13,-0.87,-3.00,0.06
36,356,"Josh McRoberts, PF",MIA,22,17.3,-2.87,-0.01,-2.88,0.06
37,357,"Jordan Hill, C",MIN,7,6.7,-2.31,1.16,-1.15,0.06
38,358,"Mike Scott, PF",ATL,18,10.8,-2.92,0.26,-2.66,0.06
39,359,"Jarell Eddie, SG",PHX,5,12.4,-2.31,0.62,-1.69,0.06
40,360,"Daniel Ochefu, PF",WSH,19,3.9,-2.35,0.55,-1.80,0.06
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,361,"Kris Dunn, PG",MIN,78,17.1,-2.64,-0.41,-3.05,0.06
2,362,"Wayne Selden, SG",NO/MEM,14,16.9,-2.44,-0.28,-2.72,0.06
3,363,"Stephen Zimmerman, C",ORL,19,5.7,-2.79,0.57,-2.22,0.06
4,364,"C.J. Watson, PG",ORL,62,16.3,-2.41,-0.64,-3.05,0.05
5,365,"Ed Davis, PF",POR,46,17.2,-2.96,-0.06,-3.02,0.05
6,366,"Ramon Sessions, PG",CHA,50,16.2,-1.65,-1.40,-3.05,0.04
7,367,"Josh Huestis, SG",OKC,2,15.5,-1.97,0.83,-1.14,0.04
8,368,"Kyle Wiltjer, F",HOU,14,3.1,-2.54,0.57,-1.97,0.04
9,369,"Nicolas Laprovittola, G",SA,18,9.7,-1.52,-1.19,-2.71,0.04
10,370,"Bruno Caboclo, SF",TOR,9,4.4,-1.76,0.11,-1.65,0.04
11,371,"Chinanu Onuaku, C",HOU,5,10.4,-2.25,0.15,-2.10,0.04
12,372,"Tim Quarterman, G",POR,16,5.0,-1.95,-0.40,-2.35,0.04
13,373,"Boris Diaw, C",UTAH,73,17.6,-2.58,-0.50,-3.08,0.03
14,374,"Jarrett Jack, PG",NO,2,16.5,-1.85,0.01,-1.84,0.03
15,375,"Ronnie Price, PG",PHX,14,9.6,-2.24,-0.53,-2.77,0.03
16,376,"Greivis Vasquez, PG",BKN,3,13.0,-1.77,-0.38,-2.15,0.03
17,377,"Timofey Mozgov, C",LAL,54,20.4,-4.02,0.93,-3.09,0.03
18,378,"Lamar Patterson, SG",ATL,5,8.0,-2.23,0.62,-1.61,0.03
19,379,"Mike Tobey, C",CHA,2,12.5,-1.91,0.99,-0.92,0.03
20,380,"Georges Niang, F",IND,23,4.0,-2.99,0.37,-2.62,0.03
21,381,"Jordan Mickey, C",BOS,25,5.6,-2.62,-0.15,-2.77,0.03
22,382,"Jerryd Bayless, PG",PHI,3,23.7,-2.23,-0.47,-2.70,0.02
23,383,"Bobby Brown, PG",HOU,25,4.9,-1.69,-1.18,-2.87,0.02
24,384,"Michael Gbinije, SG",DET,9,3.6,-2.17,-0.17,-2.34,0.02
25,385,"Pierre Jackson, PG",DAL,8,10.5,-0.96,-0.76,-1.72,0.02
26,386,"Jake Layman, SF",POR,35,7.1,-2.99,-0.03,-3.02,0.02
27,387,"Jarell Martin, PF",MEM,42,13.3,-4.23,1.17,-3.06,0.02
28,388,"Isaiah Whitehead, SG",BKN,73,22.5,-1.95,-1.16,-3.11,0.02
29,389,"Dahntay Jones, SG",CLE,1,12.0,-1.68,-0.38,-2.06,0.01
30,390,"John Lucas III, PG",MIN,5,2.2,-1.30,-0.61,-1.91,0.01
31,391,"Norris Cole, PG",OKC,13,9.6,-2.56,-0.48,-3.04,0.01
32,392,"Quincy Acy, SF",DAL/BKN,38,14.7,-2.38,-0.21,-2.59,0.01
33,393,"CJ Wilcox, SG",ORL,22,4.9,-2.55,-0.40,-2.95,0.01
34,394,"Quinn Cook, PG",NO/DAL,14,13.4,-1.44,-1.38,-2.82,0.01
35,395,"Jarrod Uthoff, SF",DAL,9,12.8,-2.29,-0.76,-3.05,0.01
36,396,"Brice Johnson, PF",LAC,3,3.0,-2.32,1.08,-1.24,0.01
37,397,"R.J. Hunter, SG",CHI,3,3.0,-1.38,-0.73,-2.11,0.01
38,398,"Demetrius Jackson, PG",BOS,5,3.4,-1.77,-0.30,-2.07,0.01
39,399,"Aaron Harrison, SG",CHA,5,3.4,-1.42,-0.32,-1.74,0.01
40,400,"Ben Bentil, PF",DAL,3,3.3,-1.95,0.65,-1.30,0.01
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,401,"Diamond Stone, C",LAC,7,3.4,-2.77,0.49,-2.28,0.01
2,402,"Patricio Garino, SG",ORL,5,8.6,-2.61,-0.40,-3.01,0.00
3,403,"Danuel House Jr., SF",WSH,1,1.0,-1.76,-0.04,-1.80,0.00
4,404,"Isaiah Taylor, PG",HOU,4,13.0,-2.19,-0.90,-3.09,0.00
5,405,"Deyonta Davis, C",MEM,36,6.6,-2.88,-0.24,-3.12,0.00
6,406,"Briante Weber, PG",GS/CHA,20,10.3,-2.02,-1.29,-3.31,-0.02
7,407,"Damjan Rudez, SF",ORL,45,7.0,-2.38,-0.90,-3.28,-0.03
8,408,"Cheick Diallo, PF",NO,17,11.7,-2.54,-0.85,-3.39,-0.03
9,409,"Donatas Motiejunas, PF",NO,34,14.1,-2.51,-0.74,-3.25,-0.04
10,410,"Marcelo Huertas, PG",LAL,23,10.3,-2.17,-1.25,-3.42,-0.05
11,411,"DeAndre' Bembry, SF",ATL,38,9.8,-2.72,-0.67,-3.39,-0.05
12,412,"Ron Baker, SG",NY,52,16.5,-2.68,-0.56,-3.24,-0.06
13,413,"Ivica Zubac, C",LAL,38,16.0,-3.04,-0.26,-3.30,-0.07
14,414,"Joe Young, PG",IND,33,4.1,-2.64,-1.42,-4.06,-0.08
15,415,"Aaron Brooks, PG",IND,65,13.8,-1.81,-1.47,-3.28,-0.09
16,416,"Buddy Hield, SG",NO/SAC,82,23.0,-0.92,-2.28,-3.20,-0.09
17,417,"Alan Anderson, SG",LAC,30,10.3,-2.62,-1.04,-3.66,-0.10
18,418,"Alec Burks, SG",UTAH,42,15.5,-2.47,-0.94,-3.41,-0.12
19,419,"Troy Williams, SF",HOU/MEM,30,18.6,-3.06,-0.45,-3.51,-0.14
20,420,"Brian Roberts, PG",CHA,41,10.1,-2.62,-1.07,-3.69,-0.15
21,421,"Jonathan Gibson, G",DAL,17,13.6,-1.95,-2.16,-4.11,-0.15
22,422,"Jamal Crawford, SG",LAC,82,26.3,-0.06,-3.18,-3.24,-0.16
23,423,"Pascal Siakam, PF",TOR,55,15.6,-3.93,0.49,-3.44,-0.17
24,424,"Darrun Hilliard, SG",DET,39,9.8,-3.20,-0.69,-3.89,-0.18
25,425,"Lavoy Allen, PF",IND,61,14.3,-2.56,-0.91,-3.47,-0.19
26,426,"Jeff Green, SF",ORL,69,22.2,-2.03,-1.31,-3.34,-0.21
27,427,"Jaylen Brown, SG",BOS,78,17.2,-2.95,-0.42,-3.37,-0.21
28,428,"Bryn Forbes, SG",SA,36,7.9,-2.78,-1.62,-4.40,-0.22
29,429,"Andrew Nicholson, PF",BKN/WSH,38,9.0,-3.54,-0.67,-4.21,-0.23
30,430,"Jordan McRae, SG",CLE,37,10.4,-2.19,-1.87,-4.06,-0.23
31,431,"Paul Zipser, SF",CHI,44,19.2,-3.37,-0.19,-3.56,-0.23
32,432,"Kay Felder, PG",CLE,42,9.2,-3.39,-0.85,-4.24,-0.28
33,433,"Dragan Bender, PF",PHX,43,13.3,-3.20,-0.68,-3.88,-0.28
34,434,"Chandler Parsons, SF",MEM,34,19.9,-3.51,-0.33,-3.84,-0.29
35,435,"Kevin Seraphin, C",IND,49,11.4,-2.94,-1.07,-4.01,-0.31
36,436,"Justise Winslow, SF",MIA,18,34.7,-4.08,0.16,-3.92,-0.31
37,437,"Rashad Vaughn, G",MIL,41,11.2,-3.44,-0.89,-4.33,-0.35
38,438,"Reggie Jackson, PG",DET,52,27.4,-0.59,-2.94,-3.53,-0.36
39,439,"Nicolas Brussino, SF",DAL,54,9.6,-2.42,-1.82,-4.24,-0.36
40,440,"Isaiah Canaan, PG",CHI,39,15.2,-3.00,-1.12,-4.12,-0.37
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,441,"Cameron Payne, PG",CHI/OKC,31,14.9,-4.14,-0.31,-4.45,-0.39
2,442,"Derrick Williams, PF",CLE/MIA,50,16.1,-2.66,-1.25,-3.91,-0.40
3,443,"Brandon Rush, SG",MIN,47,21.9,-3.13,-0.73,-3.86,-0.48
4,444,"Justin Anderson, SG",DAL/PHI,75,16.4,-1.36,-2.54,-3.90,-0.59
5,445,"Shabazz Muhammad, SG",MIN,78,19.4,-0.56,-3.19,-3.75,-0.60
6,446,"Marcus Thornton, SG",WSH,33,17.4,-1.64,-3.31,-4.95,-0.66
7,447,"Wade Baldwin IV, PG",MEM,33,12.3,-4.36,-1.43,-5.79,-0.67
8,448,"Emmanuel Mudiay, PG",DEN,55,25.6,-1.52,-2.38,-3.90,-0.71
9,449,"Marquese Chriss, PF",PHX,82,21.3,-1.96,-1.82,-3.78,-0.76
10,450,"Joe Harris, SF",BKN,52,21.9,-2.46,-1.73,-4.19,-0.82
11,451,"Randy Foye, SG",BKN,69,18.6,-2.70,-1.42,-4.12,-0.85
12,452,"Tyler Ulis, PG",PHX,61,18.4,-2.03,-2.23,-4.26,-0.86
13,453,"Gerald Henderson, SG",PHI,72,23.2,-1.51,-2.42,-3.93,-0.87
14,454,"Lance Thomas, SF",NY,46,21.0,-2.87,-1.73,-4.60,-0.91
15,455,"Trey Burke, PG",WSH,57,12.3,-2.15,-3.09,-5.24,-0.92
16,456,"Ben McLemore, SG",SAC,61,19.3,-2.88,-1.58,-4.46,-0.99
17,457,"Bojan Bogdanovic, SF",BKN/WSH,81,25.7,-0.46,-3.42,-3.88,-1.04
18,458,"Patrick McCaw, SG",GS,71,15.1,-3.09,-1.57,-4.66,-1.10
19,459,"Arron Afflalo, SG",SAC,61,25.9,-1.43,-2.85,-4.28,-1.12
20,460,"Doug McDermott, SF",CHI/OKC,66,22.8,-0.61,-3.92,-4.53,-1.33
21,461,"Jordan Clarkson, PG",LAL,82,29.2,-0.63,-3.39,-4.02,-1.40
22,462,"Semaj Christon, PG",OKC,64,15.2,-3.76,-1.69,-5.45,-1.40
23,463,"Jerami Grant, SF",PHI/OKC,80,19.1,-2.42,-2.29,-4.71,-1.56
24,464,"Brandon Knight, PG",PHX,54,21.1,-2.24,-3.08,-5.32,-1.63
25,465,"D.J. Augustin, PG",ORL,78,19.7,-1.53,-3.40,-4.93,-1.74
26,466,"Jahlil Okafor, C",PHI,50,22.7,-4.43,-1.26,-5.69,-1.85
27,467,"Mario Hezonja, SF",ORL,65,14.8,-4.40,-2.20,-6.60,-2.09
28,468,"Brandon Ingram, SF",LAL,79,28.8,-1.76,-2.93,-4.69,-2.32
