,Stats_SeasonEnd,Age_seasonEnd,Games,GamesStarted,MinPlayed,PER,TS%,OffRb%,Drebound%,TotalRbnd%,Assist%,Steal%,Block%,Turnover%,Usg%,OffWinShares,Dwinshares,WinShares,3PtMade,3PtAttempt,3Pt%,2PMade,2PAttempt,2Pt%,FTMade,FTAttempt,FT%,Offrb,Drebounds,TotalRbnds,Assists,Steals,Blocks,Turnover,PersonalFouls,Pts,Salary,next_season_salary,next_season_winshares,next_season_off_winshares,next_season_def_winshares,Player_first_year,Years_Playing,Position_Mapped,Season_Salary_Cap,Salary_as_percent_of_cap,next_season_salary_as_percent_of_cap
Assists,-0.05606548961593316,0.03703405543444403,0.5700241632205464,0.6522280539127142,0.736572528740942,0.40338488973262077,0.22061871652308207,-0.2722607281538215,-0.18351898386502963,-0.25220629776174,0.6875730586559199,0.1890829220722139,-0.19100243321209281,-0.004164789569206149,0.2804084196872259,0.6401890539461155,0.5306153719164675,0.6568345534175435,0.547799335749778,0.5771944488055599,0.3123751001600742,0.6405320893771024,0.6600819651183175,0.13679289982198126,0.6574008090570566,0.631965840166938,0.29927418954813095,0.2227906892378977,0.44877349212184064,0.3898592646182764,1.0,0.7983401352548769,0.13677712632277703,0.8240480727109708,0.5185057188175165,0.7197899197585261,0.33137332898724065,0.3373577349735014,0.4948325303782333,0.4971987172097653,0.37461400490645225,-0.09338706025751342,0.08415857428195303,-0.04531075367770911,-0.052601104100555844,0.3706237266665693,0.37887315657442155
Steals,-0.0896934029419143,-0.004419364720932233,0.720504832960411,0.7451261301606515,0.8605639685050153,0.45260168104643755,0.27982833793529704,-0.15660031421378245,-0.06077889595766774,-0.11722401284183401,0.3981184498914008,0.31028520448735447,-0.09469233993150522,-0.10430474842656222,0.2434854537958726,0.6598446213315509,0.7375365065431889,0.7552695270819425,0.5515015264088138,0.583160397678518,0.28348441775676547,0.7557202815845407,0.7692946324945003,0.21065699856096834,0.7310749951969693,0.727883723156502,0.3001127712159247,0.4703896345989089,0.6398294828381226,0.6046168323951387,0.7983401352548769,1.0,0.34194849379684816,0.835288669471618,0.7177911329627691,0.8133081644669337,0.32875944033325866,0.34866551784241223,0.5648054736196599,0.5072168437950179,0.5288035548558341,-0.10684564473130886,0.05375144901301377,0.05495534633964575,-0.08586001983686764,0.40275832488576596,0.4250473081776355
Blocks,-0.05156800523185146,-0.04188555186773669,0.471300632837323,0.5121376627044685,0.5206537036783171,0.3478761162026591,0.2159534444353296,0.2624349253096082,0.39339325529912744,0.3839072618728166,-0.15481168941694806,-0.0828008731956162,0.5156272226072204,-0.06943108394196972,0.06601478613708082,0.3818642223999569,0.6777639155300069,0.5403244713656145,-0.01766556786462798,-0.011803013524471526,-0.12912070043728846,0.5647959643752476,0.537576457348134,0.2421744348718141,0.46441138008621474,0.5294679293515488,0.03770805647959489,0.7439942975047942,0.7338169277130218,0.7587440330428793,0.13677712632277703,0.34194849379684816,1.0,0.4550694121498402,0.6280085479985241,0.4717956928883984,0.3064867112238358,0.33043797589640117,0.4079257369613456,0.2793209411580833,0.5271033718132042,-0.05412933757228127,0.017028081796457154,-0.05686491697257441,-0.04849965767739246,0.3951203706249573,0.41545897967206735
Turnover,-0.09380494873158518,-0.03633255203812078,0.7373480138555106,0.8016093739903287,0.9038373641917588,0.49643640219963586,0.30320054900807003,-0.09948874404316863,0.02824926886385061,-0.031025892128034294,0.4192715428804426,0.09876855351970391,-0.03397290339704065,-0.028870927369403207,0.39455234936042877,0.6748827087932401,0.7322956538708881,0.7635077842930943,0.49434927289381964,0.5257489300166489,0.2263384029633156,0.884302417726647,0.8958172392701022,0.23072917323195563,0.873481573970872,0.8781731501215367,0.3075285752192289,0.5776218675160374,0.7490206009707139,0.7164078369122998,0.8240480727109708,0.835288669471618,0.4550694121498402,1.0,0.7884144437436523,0.9143661663749173,0.42536766497233125,0.4517876632197203,0.588742019043278,0.5370926219101535,0.5369397164685069,-0.1049797530308,0.04335942323442181,-0.010799310773146982,-0.09033868268283465,0.5084216043341727,0.5352758164675647
PersonalFouls,-0.12073117265365078,-0.010225818778103538,0.8658605210607146,0.7453832291878028,0.8778542552253064,0.4122046711571115,0.3456296868011932,0.07852532596298471,0.18717035572014662,0.15807441334423508,0.07106587685292283,0.006574659364252518,0.12271771920308253,-0.1089370885723038,0.13083449620323043,0.5663627428452015,0.7667605212012446,0.7033008698237162,0.34457172108173145,0.36033422620265726,0.1036735371010906,0.7869147005640961,0.7877332079136271,0.30187873669929915,0.696192844357144,0.7274887686538006,0.2705175698967308,0.7694569541778744,0.827487294930115,0.8333982757349807,0.5185057188175165,0.7177911329627691,0.6280085479985241,0.7884144437436523,1.0,0.769431357939608,0.3115614518170434,0.3286839796961895,0.483249247611306,0.3900310927817757,0.5258982011295327,-0.12810407112240862,0.04248217740404204,-0.030660320887567018,-0.11237159131007579,0.40230773631239475,0.4171090977417881
Pts,-0.04680933296560037,-0.02020925542999897,0.7329760683242827,0.8207115472254248,0.9298078211777001,0.5581189104596107,0.345569967049571,-0.10162894042093419,0.03831765024363363,-0.02514881142615566,0.2880202766727551,0.05225816479761641,-0.03287752355590559,-0.20445703036470647,0.45066684201952417,0.8221158707407519,0.7468847184583357,0.8704336265068809,0.5955922278628546,0.6150130534746606,0.2693174061233769,0.952357501017371,0.9549314125212034,0.25583810486175745,0.9315659635586223,0.9239371867891355,0.33532103241951994,0.5898795669559741,0.780362013184481,0.7425804058674071,0.7197899197585261,0.8133081644669337,0.4717956928883984,0.9143661663749173,0.769431357939608,1.0,0.48505416927132766,0.5200777465115077,0.6587722234883636,0.6281428802955495,0.5552685721623978,-0.07977809182201318,0.07370244413920897,0.05098149709190727,-0.040869324114051635,0.5484446958555073,0.5847336254129393
Salary,0.2831585199181393,0.18836000045763637,0.2645859356294585,0.44760848200670583,0.4288860236498722,0.3540974671209069,0.1889215752187524,-0.030710029982120583,0.17743539540498016,0.1002250608567531,0.15684499692781564,-0.025676665733314043,0.07905495937228406,-0.10830712673441427,0.2696988335794295,0.4327030625568999,0.4297610768023293,0.47312218416164775,0.2903612223825319,0.3009948919070292,0.11260471792135164,0.4569846163543834,0.4510704425836911,0.14698326812089887,0.46471071099665456,0.46690414036531974,0.17051626658540125,0.2966621408097128,0.46995599572011487,0.42849448116676875,0.33137332898724065,0.32875944033325866,0.3064867112238358,0.42536766497233125,0.3115614518170434,0.48505416927132766,1.0,0.8132549422656007,0.40735645190606457,0.3674213716069467,0.3780037970595903,0.09630886732656006,0.2883832101110354,-0.001247592830104641,0.2885763988465643,0.8462014056401865,0.6642746255475027
next_season_salary,0.28219982527219645,0.13585934839586558,0.26580266531347385,0.46501002203648656,0.45433236704309954,0.4067975241376787,0.21067463458059177,-0.015685865940896403,0.1881845325489928,0.11564900882949532,0.15899011888889766,-0.021392665152524252,0.08639966230084317,-0.1247039902610001,0.3100608268838123,0.4836474408905212,0.4605482694231705,0.5230054857213577,0.28310134605674786,0.29236125141145836,0.11298088552029273,0.49380476453099614,0.484570326685423,0.16611433426244032,0.5019791409967168,0.5059338283989672,0.15915962696057892,0.32049744890583914,0.49480068765831164,0.4538066469998123,0.3373577349735014,0.34866551784241223,0.33043797589640117,0.4517876632197203,0.3286839796961895,0.5200777465115077,0.8132549422656007,1.0,0.4732521981697338,0.4330551986971928,0.4294119245212422,0.11963879062861957,0.24658818893241316,0.00100367823321779,0.2843992234169022,0.6714002227302887,0.8508935280851679
next_season_winshares,-0.04236160760264599,-0.038571251056209656,0.4239014510788028,0.561574075889199,0.608446241674514,0.5080392103309664,0.3043939241152847,0.022954154905406,0.1405580728074573,0.10436703838881813,0.21454024249768586,0.08409352713615406,0.059965162328827856,-0.14221853416787772,0.286339448751934,0.7023983799938583,0.6235546230186823,0.7409819170223385,0.3205345094585004,0.3248380396789095,0.13199551146924413,0.634900251224532,0.6142849637790584,0.24052039035910616,0.6547918037316012,0.6564854436128248,0.2050363003611211,0.46315053243651233,0.5898896500091908,0.567203751637818,0.4948325303782333,0.5648054736196599,0.4079257369613456,0.588742019043278,0.483249247611306,0.6587722234883636,0.40735645190606457,0.4732521981697338,1.0,0.9490003332907953,0.8497251764157011,-0.05856565046269343,0.040875069328787074,-0.02842938116901268,-0.04611676349073186,0.4702662078033813,0.5316908059291573
next_season_off_winshares,-0.03253297840364652,-0.04178451220889117,0.3638878361521062,0.4999365382131589,0.5476313524115645,0.4825262695505636,0.2988122150338177,-0.03177002447601879,0.05067987151568498,0.019871278209794306,0.24941308944830184,0.06950464596339562,-0.011751847298228047,-0.14969280069319496,0.29604675141946424,0.7228134799984564,0.48745381415962896,0.6992611653653954,0.3550917488558335,0.3548463524539307,0.1633957159379867,0.5808159708503579,0.5598643144696338,0.21653810890632091,0.6359585929767597,0.6205052113312193,0.22288221102098416,0.35309532569352325,0.4760729646305639,0.451079709810581,0.4971987172097653,0.5072168437950179,0.2793209411580833,0.5370926219101535,0.3900310927817757,0.6281428802955495,0.3674213716069467,0.4330551986971928,0.9490003332907953,1.0,0.6406455633735713,-0.045107652234970715,0.031641188474321465,-0.014635514383684739,-0.035917029322073524,0.41401436552336,0.4771037654055551
next_season_def_winshares,-0.048894800378531084,-0.024156948255439296,0.42516343346902574,0.5328367974542499,0.56737139579082,0.4314127748105461,0.2422276696507133,0.10938115232265178,0.25763432991808427,0.22116455941892085,0.10596857259785625,0.08965575464879845,0.1656772306685633,-0.09523847433701461,0.2028089059341242,0.5032967592661722,0.7048831245718759,0.6367975440656982,0.18702888078965038,0.198035218345144,0.04806455405672824,0.576337770377583,0.5610968835557116,0.22409932825928908,0.5326997997374865,0.5627148455644626,0.12719999372279484,0.5387296456221486,0.6417609974568833,0.6283390805936229,0.37461400490645225,0.5288035548558341,0.5271033718132042,0.5369397164685069,0.5258982011295327,0.5552685721623978,0.3780037970595903,0.4294119245212422,0.8497251764157011,0.6406455633735713,1.0,-0.06733160696536147,0.046668196959689975,-0.04468730270677753,-0.052463056598282674,0.45336066573464556,0.49811984455206276
Player_first_year,0.8507870703074751,-0.4685982766992779,-0.07535929233594822,-0.08507105018826559,-0.09738591833035144,-0.020129161849889506,0.00787997683118379,-0.04652642387720169,0.044247639912083796,0.004590991148662893,-0.04976962419389724,-0.03932352873769962,0.053151888673041464,-0.04931336373167811,0.008701409064484984,-0.08109199241314625,-0.1011050002968147,-0.09718701693517386,0.08260835897314653,0.08754296954721272,0.06535147342737539,-0.12220958717017544,-0.12928851038155975,0.026822476488135738,-0.09721563961031605,-0.09946945950466059,-0.03776021263505405,-0.11878406239342669,-0.06009466318568545,-0.08061316580576411,-0.09338706025751342,-0.10684564473130886,-0.05412933757228127,-0.1049797530308,-0.12810407112240862,-0.07977809182201318,0.09630886732656006,0.11963879062861957,-0.05856565046269343,-0.045107652234970715,-0.06733160696536147,1.0,-0.484228678617673,0.019589778192688572,0.821877771941176,-0.2115856936814394,-0.18779329143884996
Years_Playing,0.0478154965550261,0.789362674752421,0.05015932650241023,0.09647363805615324,0.09419025101871815,0.031666309505423866,0.04307235791713704,-0.08642779038148025,0.03423009748266446,-0.019115185407425492,0.05630587611654586,-0.04575114884067845,-0.04426036244913132,-0.03263108193042587,-0.08137582228597638,0.10595850034781039,0.11388709278367953,0.11955748464208676,0.0891479602928035,0.08502451197022359,0.05598716709504183,0.05660456910952964,0.056049995898137854,0.008208606212305958,0.05333998125283234,0.04313663285695354,0.07702556238255027,0.01764639310059314,0.09986482877533938,0.07655715758253398,0.08415857428195303,0.05375144901301377,0.017028081796457154,0.04335942323442181,0.04248217740404204,0.07370244413920897,0.2883832101110354,0.24658818893241316,0.040875069328787074,0.031641188474321465,0.046668196959689975,-0.484228678617673,1.0,0.007921090895385159,0.045693998662328,0.2681958441106756,0.22392460898277622
Position_Mapped,0.0271218004409476,-0.018641862768338197,0.028669291182227122,0.02440902808553701,0.04177655814510685,-0.05162434343132053,0.012933756738433336,-0.17793698713968462,-0.1859634116167821,-0.20730431623097068,-0.1020804211745754,0.03274194339935451,-0.08352158624748524,-0.12698352337845367,0.03654768765396949,-0.005985148649665629,-0.03184827834181141,-0.017221851761747217,0.1727123986981272,0.17646512277128032,0.182321351847108,-0.0038156901382153468,0.003823008940774013,-0.028402807059451265,0.027737951018439864,0.013317984555175919,0.06575780380231672,-0.11753894029058401,-0.06720683660291288,-0.08526640698368164,-0.04531075367770911,0.05495534633964575,-0.05686491697257441,-0.010799310773146982,-0.030660320887567018,0.05098149709190727,-0.001247592830104641,0.00100367823321779,-0.02842938116901268,-0.014635514383684739,-0.04468730270677753,0.019589778192688572,0.007921090895385159,1.0,0.025778101720429866,-0.01580532572086746,-0.014263834850732649
Season_Salary_Cap,0.9657221632960084,-0.05945143072632135,-0.0501998782176183,-0.03552514723247679,-0.04948082538436028,-0.003914081556417504,0.03938711364069041,-0.10395386620735805,0.07261034283017571,-0.004762958554770893,-0.024489400839409314,-0.07512775482700206,0.03462305386777983,-0.08219098453197371,-0.03856897732058628,-0.026151425020961523,-0.0424637358374276,-0.03531905152784169,0.1499557976453975,0.1528879825722747,0.10830070224516242,-0.09983841722988035,-0.1085990246529972,0.04019764612889033,-0.07172745278175262,-0.08099467510901781,0.006809107271872823,-0.12079904896234833,-0.0036091657111889117,-0.04114208219563019,-0.052601104100555844,-0.08586001983686764,-0.04849965767739246,-0.09033868268283465,-0.11237159131007579,-0.040869324114051635,0.2885763988465643,0.2843992234169022,-0.04611676349073186,-0.035917029322073524,-0.052463056598282674,0.821877771941176,0.045693998662328,0.025778101720429866,1.0,-0.08235798818686983,-0.07919145807134016
Salary_as_percent_of_cap,-0.0804670133133124,0.19844025873167978,0.3073283343510272,0.49999391192309256,0.4924659720535891,0.3846497958325656,0.18804006241437848,0.01675341345637559,0.17252023501820374,0.12062201844616434,0.16258491874742165,0.0004859741983924101,0.09465432456636064,-0.09145831651633209,0.2967136163891968,0.479703056145923,0.5038927848334849,0.5358274096997374,0.22232932288265622,0.23393584501088677,0.07335432873585743,0.5553220711000163,0.5511390378695735,0.14908071986798924,0.5412515030925349,0.5528648744673182,0.1751191811076678,0.40657378450890524,0.522889712910738,0.501188584158306,0.3706237266665693,0.40275832488576596,0.3951203706249573,0.5084216043341727,0.40230773631239475,0.5484446958555073,0.8462014056401865,0.6714002227302887,0.4702662078033813,0.41401436552336,0.45336066573464556,-0.2115856936814394,0.2681958441106756,-0.01580532572086746,-0.08235798818686983,1.0,0.7654148777725198
next_season_salary_as_percent_of_cap,-0.08079253698689165,0.14572353295077634,0.3085356222042944,0.5173136239729151,0.5167573002546134,0.43292257211620394,0.20758469874304317,0.03597738030129864,0.18435550042277588,0.13793734109790637,0.1633169405817995,0.00859434327024457,0.09997152559537639,-0.104988772670939,0.3333826889789521,0.5272688571490233,0.5306436267939393,0.5819417928641051,0.21670091635969024,0.2270417953464561,0.07116591234975879,0.5932169903573646,0.5841799079224255,0.17009300985245776,0.5770405008065096,0.5897531745404353,0.15955092711500113,0.4306322665620017,0.5477481339857903,0.5268667364138845,0.37887315657442155,0.4250473081776355,0.41545897967206735,0.5352758164675647,0.4171090977417881,0.5847336254129393,0.6642746255475027,0.8508935280851679,0.5316908059291573,0.4771037654055551,0.49811984455206276,-0.18779329143884996,0.22392460898277622,-0.014263834850732649,-0.07919145807134016,0.7654148777725198,1.0
