,0,1,2,3,4,5,6,7,8
8,88,"PJ Tucker, SF",PHX,82,31.0,-0.40,0.50,0.10,5.34
9,89,"Avery Bradley, SG",BOS,76,33.4,1.32,-1.24,0.08,5.31
10,90,"Rudy Gay, SF",SAC,70,34.0,-0.19,0.36,0.17,5.21
11,91,"DeMar DeRozan, SG",TOR,78,35.9,2.33,-2.47,-0.14,5.15
12,92,"Manu Ginobili, SG",SA,58,19.6,2.00,1.91,3.91,5.12
13,93,"Omri Casspi, F",SAC,69,27.2,0.34,0.62,0.96,5.12
14,94,"Taj Gibson, PF",CHI,73,26.5,-0.45,1.56,1.11,5.11
15,95,"Patty Mills, PG",SA,81,20.5,2.01,-0.36,1.65,5.05
16,96,"Channing Frye, PF",CLE/ORL,70,17.1,1.43,2.25,3.68,5.01
17,97,"Nikola Mirotic, PF",CHI,66,24.9,0.88,0.73,1.61,4.99
18,98,"Nikola Vucevic, C",ORL,65,31.3,-0.19,0.95,0.76,4.99
19,99,"Clint Capela, C",HOU,77,19.1,-0.68,2.74,2.06,4.92
20,100,"David West, PF",SA,78,18.0,-0.69,2.90,2.21,4.67
21,101,"Marc Gasol, C",MEM,52,34.4,-0.90,2.01,1.11,4.60
22,102,"JJ Redick, SG",LAC,75,28.0,1.90,-1.59,0.31,4.59
23,103,"Trevor Booker, PF",UTAH,79,20.7,-0.82,2.37,1.55,4.59
24,104,"Aaron Gordon, PF",ORL,78,23.9,0.40,0.23,0.63,4.48
25,105,"Dwight Howard, C",HOU,71,32.1,-1.66,1.62,-0.04,4.43
26,106,"Deron Williams, PG",DAL,65,32.4,0.18,0.11,0.29,4.37
27,107,"Matthew Dellavedova, PG",CLE,76,24.6,1.39,-0.71,0.68,4.36
28,108,"Wesley Johnson, SF",LAC,80,20.8,-1.12,2.05,0.93,4.34
29,109,"Robin Lopez, C",NY,82,27.1,-0.95,0.97,0.02,4.30
30,110,"Jose Calderon, PG",NY,72,28.1,0.62,-0.40,0.22,4.18
31,111,"Ryan Anderson, PF",NO,66,30.4,1.59,-1.59,0.00,4.05
32,112,"Chandler Parsons, SF",DAL,61,29.5,0.71,-0.23,0.48,3.94
33,113,"Nene Hilario, C",WSH,57,19.2,-0.65,3.02,2.37,3.92
34,114,"Courtney Lee, SG",MEM/CHA,79,29.5,-0.31,-0.13,-0.44,3.91
35,115,"Blake Griffin, PF",LAC,35,33.4,0.74,1.33,2.07,3.91
36,116,"Tony Allen, SG",MEM,64,25.3,-1.40,2.21,0.81,3.88
37,117,"Dennis Schroder, PG",ATL,80,20.3,0.88,-0.31,0.57,3.70
38,118,"Darrell Arthur, PF",DEN,70,21.7,-0.73,1.39,0.66,3.62
39,119,"Garrett Temple, SF",WSH,80,24.4,-1.24,0.89,-0.35,3.54
40,120,"Andrew Wiggins, SF",MIN,81,35.1,0.67,-1.84,-1.17,3.54
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,121,"Jeff Teague, PG",ATL,79,28.5,1.12,-1.81,-0.69,3.53
2,122,"Darren Collison, PG",SAC,74,30.0,1.77,-2.51,-0.74,3.48
3,123,"Bismack Biyombo, C",TOR,82,22.0,-2.97,3.02,0.05,3.46
4,124,"Marcus Smart, PG",BOS,61,27.3,-0.73,0.72,-0.01,3.45
5,125,"Cole Aldrich, C",LAC,60,13.3,-0.72,4.46,3.74,3.42
6,126,"Evan Fournier, SG",ORL,79,32.5,1.51,-2.53,-1.02,3.41
7,127,"Tony Parker, PG",SA,72,27.5,0.37,-0.77,-0.40,3.37
8,128,"Eric Bledsoe, PG",PHX,31,34.2,1.31,0.39,1.70,3.32
9,129,"Shaun Livingston, PG",GS,78,19.5,-0.19,0.52,0.33,3.31
10,130,"Langston Galloway, SG",NY,82,24.8,-1.09,0.56,-0.53,3.26
11,131,"Jeremy Lamb, SG",CHA,66,18.6,-0.87,1.87,1.00,3.19
12,132,"Mike Scott, PF",ATL,75,15.3,0.32,0.99,1.31,3.18
13,133,"Kenneth Faried, PF",DEN,67,25.3,0.74,-0.91,-0.17,3.16
14,134,"Andre Roberson, SG",OKC,70,22.2,-1.48,1.55,0.07,3.16
15,135,"Enes Kanter, C",OKC,82,21.0,1.27,-1.50,-0.23,3.15
16,136,"Jonas Valanciunas, C",TOR,60,26.0,-0.49,0.64,0.15,3.15
17,137,"Justise Winslow, SF",MIA,78,28.6,-1.86,0.96,-0.90,3.10
18,138,"Thabo Sefolosha, SF",ATL,75,23.4,-1.97,1.62,-0.35,3.07
19,139,"Lavoy Allen, PF",IND,79,20.2,-1.20,1.15,-0.05,3.07
20,140,"Elfrid Payton, PG",ORL,73,29.4,-0.62,-0.30,-0.92,3.03
21,141,"Brandon Bass, PF",LAL,66,20.3,-0.15,0.50,0.35,2.96
22,142,"Jeremy Lin, PG",CHA,78,26.3,-0.65,-0.18,-0.83,2.95
23,143,"Ish Smith, PG",NO/PHI,77,29.1,0.32,-1.42,-1.10,2.95
24,144,"Mirza Teletovic, PF",PHX,79,21.3,2.05,-2.52,-0.47,2.94
25,145,"Cory Joseph, PG",TOR,80,25.6,-0.68,-0.09,-0.77,2.91
26,146,"Dwyane Wade, SG",MIA,74,30.5,0.70,-1.78,-1.08,2.87
27,147,"Kyle Anderson, SF",SA,78,16.0,-1.36,1.97,0.61,2.86
28,148,"Boris Diaw, C",SA,76,18.2,-0.57,0.64,0.07,2.83
29,149,"Jordan Hill, C",IND,73,20.7,-1.22,1.03,-0.19,2.77
30,150,"Tyson Chandler, C",PHX,66,24.5,-2.69,2.18,-0.51,2.72
31,151,"Markieff Morris, PF",PHX/WSH,64,25.5,-1.47,0.90,-0.57,2.71
32,152,"Zach Randolph, PF",MEM,68,29.6,0.22,-1.21,-0.99,2.63
33,153,"Ronnie Price, PG",PHX,62,19.5,-1.41,1.64,0.23,2.63
34,154,"Eric Gordon, SG",NO,45,32.9,0.21,-0.61,-0.40,2.60
35,155,"Kyrie Irving, PG",CLE,53,31.5,2.08,-2.68,-0.60,2.59
36,156,"Iman Shumpert, SG",CLE,54,24.4,-1.24,1.26,0.02,2.56
37,157,"Harrison Barnes, SF",GS,66,30.9,-0.17,-1.11,-1.28,2.47
38,158,"Spencer Hawes, PF",CHA,57,18.2,-1.45,2.10,0.65,2.45
39,159,"Jon Leuer, PF",PHX,67,18.7,-1.14,0.97,-0.17,2.45
40,160,"Nerlens Noel, C",PHI,67,29.3,-3.48,2.29,-1.19,2.45
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,161,"Kent Bazemore, SG",ATL,75,27.8,-1.49,0.15,-1.34,2.37
2,162,"Matt Barnes, SF",MEM,76,28.8,-0.45,-0.94,-1.39,2.36
3,163,"Festus Ezeli, C",GS,46,16.7,-0.77,2.19,1.42,2.31
4,164,"Gary Harris, SG",DEN,76,32.1,0.40,-2.04,-1.64,2.29
5,165,"Anthony Tolliver, PF",DET,72,18.6,0.00,-0.41,-0.41,2.25
6,166,"Evan Turner, SF",BOS,81,28.0,-1.84,0.23,-1.61,2.25
7,167,"Jeff Green, SF",LAC/MEM,80,28.2,-0.44,-1.06,-1.50,2.24
8,168,"Nemanja Bjelica, PF",MIN,60,17.9,0.06,0.08,0.14,2.24
9,169,"Larry Nance Jr., PF",LAL,63,20.1,-1.69,1.37,-0.32,2.24
10,170,"Josh Richardson, SF",MIA,52,21.3,0.42,-0.36,0.06,2.19
11,171,"Jonas Jerebko, PF",BOS,78,15.1,-1.34,1.00,-0.34,2.13
12,172,"Al Jefferson, C",CHA,47,23.3,-1.90,1.78,-0.12,2.11
13,173,"Will Barton, SF",DEN,82,28.7,0.02,-1.73,-1.71,2.08
14,174,"Dwight Powell, C",DAL,69,14.4,-2.12,2.22,0.10,2.03
15,175,"Tyreke Evans, SG",NO,25,30.6,1.06,0.09,1.15,2.01
16,176,"Maurice Harkless, SF",POR,78,18.7,-0.98,-0.02,-1.00,2.00
17,177,"Kevin Garnett, PF",MIN,38,14.6,-1.88,4.18,2.30,1.90
18,178,"Raymond Felton, PG",DAL,80,27.4,-0.59,-1.13,-1.72,1.90
19,179,"Tony Snell, SG",CHI,64,20.3,-2.66,1.86,-0.80,1.90
20,180,"Luis Scola, PF",TOR,76,21.5,-1.27,-0.01,-1.28,1.89
21,181,"Luc Mbah a Moute, PF",LAC,75,17.0,-2.57,1.72,-0.85,1.83
22,182,"Frank Kaminsky, PF",CHA,81,21.1,-1.21,-0.23,-1.44,1.82
23,183,"Michael Carter-Williams, PG",MIL,54,30.5,-1.73,0.37,-1.36,1.82
24,184,"Joe Ingles, SF",UTAH,81,15.3,-0.58,-0.11,-0.69,1.82
25,185,"Solomon Hill, SF",IND,59,14.7,-0.25,0.39,0.14,1.80
26,186,"Boban Marjanovic, C",SA,54,9.4,1.75,0.85,2.60,1.77
27,187,"E'Twaun Moore, SF",CHI,59,21.4,-0.51,-0.44,-0.95,1.75
28,188,"Dion Waiters, SG",OKC,78,27.6,-0.21,-1.64,-1.85,1.75
29,189,"Jeff Withey, C",UTAH,51,12.9,-1.50,2.80,1.30,1.74
30,190,"Corey Brewer, SF",HOU,82,20.4,-1.67,0.14,-1.53,1.73
31,191,"Meyers Leonard, C",POR,61,21.9,0.18,-1.26,-1.08,1.71
32,192,"T.J. McConnell, PG",PHI,81,19.8,-0.45,-1.05,-1.50,1.67
33,193,"Aron Baynes, C",DET,81,15.2,-1.16,0.17,-0.99,1.65
34,194,"Lou Williams, SG",LAL,67,28.5,1.21,-3.01,-1.80,1.63
35,195,"Jerami Grant, SF",PHI,77,26.8,-1.92,0.01,-1.91,1.63
36,196,"Tiago Splitter, C",ATL,36,16.1,-0.74,1.99,1.25,1.62
37,197,"David Lee, PF",BOS/DAL,55,16.4,-1.78,1.41,-0.37,1.61
38,198,"Randy Foye, SG",DEN/OKC,81,20.3,-2.04,0.47,-1.57,1.61
39,199,"DeMarre Carroll, SF",TOR,26,30.2,-0.87,0.96,0.09,1.60
40,200,"Alex Len, C",PHX,78,23.3,-3.37,1.60,-1.77,1.60
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,201,"Amar'e Stoudemire, C",MIA,52,14.7,-2.35,2.53,0.18,1.58
2,202,"O.J. Mayo, SG",MIL,41,26.6,-1.54,0.65,-0.89,1.54
3,203,"Ramon Sessions, PG",WSH,82,20.3,-0.08,-1.63,-1.71,1.53
4,204,"Shelvin Mack, PG",ATL/UTAH,52,20.3,-0.27,-0.46,-0.73,1.53
5,205,"CJ Miles, SF",IND,64,22.9,0.12,-1.68,-1.56,1.51
6,206,"Joakim Noah, C",CHI,29,21.9,-1.88,2.44,0.56,1.48
7,207,"Marcus Thornton, SG",HOU/WSH,61,18.2,-0.60,-0.52,-1.12,1.46
8,208,"Kyle O'Quinn, C",NY,65,11.8,-1.22,1.14,-0.08,1.45
9,209,"Jason Smith, PF",ORL,76,15.5,-1.74,0.53,-1.21,1.44
10,210,"Rondae Hollis-Jefferson, SF",BKN,29,21.2,-1.56,2.05,0.49,1.44
11,211,"Sasha Vujacic, SG",NY,61,14.9,-0.71,0.08,-0.63,1.43
12,212,"Andrew Nicholson, PF",ORL,56,14.7,-1.27,0.90,-0.37,1.43
13,213,"Gerald Green, SG",MIA,69,22.6,-0.80,-0.86,-1.66,1.41
14,214,"Terrence Ross, SG",TOR,73,23.9,-0.39,-1.41,-1.80,1.41
15,215,"Vince Carter, SG",MEM,60,16.8,-0.28,-0.71,-0.99,1.36
16,216,"Brandon Knight, PG",PHX,52,36.0,0.44,-2.48,-2.04,1.32
17,217,"Donald Sloan, PG",BKN,61,21.6,0.11,-1.69,-1.58,1.30
18,218,"Dewayne Dedmon, C",ORL,58,12.2,-2.08,1.76,-0.32,1.26
19,219,"Kosta Koufos, C",SAC,78,19.0,-1.51,-0.34,-1.85,1.24
20,220,"Jarrett Jack, PG",BKN,32,32.1,0.00,-1.26,-1.26,1.23
21,221,"Rodney Stuckey, PG",IND,58,22.0,-1.26,-0.35,-1.61,1.22
22,222,"Devin Harris, PG",DAL,64,20.0,-1.52,-0.12,-1.64,1.20
23,223,"Jordan Clarkson, PG",LAL,79,32.3,0.14,-2.56,-2.42,1.16
24,224,"Tyler Johnson, SG",MIA,36,24.0,-0.49,-0.43,-0.92,1.15
25,225,"Willie Cauley-Stein, C",SAC,66,21.4,-0.93,-0.95,-1.88,1.15
26,226,"Josh McRoberts, PF",MIA,42,14.2,-0.78,0.69,-0.09,1.12
27,227,"Pablo Prigioni, PG",LAC,59,13.9,-1.28,0.35,-0.93,1.12
28,228,"Jamal Crawford, SG",LAC,79,26.9,0.41,-2.72,-2.31,1.10
29,229,"Alexis Ajinca, C",NO,59,14.6,-2.97,1.84,-1.13,1.10
30,230,"Ben McLemore, SG",SAC,68,21.2,-1.51,-0.51,-2.02,1.08
31,231,"Leandro Barbosa, SG",GS,68,15.9,-0.50,-1.13,-1.63,1.06
32,232,"Alonzo Gee, SF",NO,73,22.4,-2.89,0.76,-2.13,1.06
33,233,"Lance Thomas, SF",NY,59,22.3,-0.66,-1.16,-1.82,1.05
34,234,"Carl Landry, PF",PHI,36,15.8,0.48,-0.83,-0.35,1.04
35,235,"Ersan Ilyasova, PF",DET/ORL,74,25.4,-1.42,-0.85,-2.27,1.02
36,236,"Omer Asik, C",NO,68,17.3,-3.55,1.76,-1.79,1.01
37,237,"D.J. Augustin, PG",DEN/OKC,62,19.0,-0.04,-1.71,-1.75,1.01
38,238,"Marreese Speights, PF",GS,72,11.6,-0.95,-0.29,-1.24,1.01
39,239,"Brandon Jennings, PG",DET/ORL,48,18.1,-0.47,-0.84,-1.31,1.01
40,240,"JaMychal Green, PF",MEM,78,18.5,-1.24,-0.79,-2.03,1.00
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,241,"Norman Powell, SF",TOR,49,14.8,-1.00,0.09,-0.91,1.00
2,242,"Jusuf Nurkic, C",DEN,32,17.1,-1.29,1.08,-0.21,1.00
3,243,"Bradley Beal, SG",WSH,55,31.1,0.29,-2.53,-2.24,0.99
4,244,"Tarik Black, PF",LAL,39,12.7,-1.50,1.56,0.06,0.99
5,245,"Raul Neto, PG",UTAH,81,18.5,-1.51,-0.52,-2.03,0.99
6,246,"Allen Crabbe, SG",POR,81,26.0,0.18,-2.58,-2.40,0.97
7,247,"Cristiano Felicio, C",CHI,31,10.4,-0.26,1.71,1.45,0.93
8,248,"Jerryd Bayless, PG",MIL,52,28.9,0.21,-2.34,-2.13,0.92
9,249,"Tim Hardaway Jr., SF",ATL,51,16.9,-0.49,-1.01,-1.50,0.88
10,250,"James Johnson, PF",TOR,57,16.2,-2.33,0.72,-1.61,0.87
11,251,"John Henson, C",MIL,57,16.8,-2.42,0.76,-1.66,0.87
12,252,"Justin Anderson, SG",DAL,55,11.8,-2.07,1.03,-1.04,0.86
13,253,"Chase Budinger, SF",IND/PHX,66,14.1,-1.45,-0.27,-1.72,0.85
14,254,"Mike Muscala, PF",ATL,60,9.4,-1.44,0.57,-0.87,0.81
15,255,"Salah Mejri, C",DAL,34,11.7,-1.16,1.35,0.19,0.81
16,256,"Nick Collison, F",OKC,59,11.8,-2.72,1.37,-1.35,0.78
17,257,"Metta World Peace, SF",LAL,35,16.9,-2.17,1.06,-1.11,0.74
18,258,"Willie Reed, C",BKN,39,10.9,-1.01,0.64,-0.37,0.74
19,259,"Donatas Motiejunas, PF",HOU,37,14.8,-1.80,0.68,-1.12,0.71
20,260,"Kris Humphries, PF",ATL/PHX/WSH,53,15.8,-1.45,-0.45,-1.90,0.67
21,261,"Kobe Bryant, SF",LAL,66,28.2,0.60,-3.18,-2.58,0.66
22,262,"Richard Jefferson, SF",CLE,74,17.9,-1.44,-0.88,-2.32,0.66
23,263,"Kirk Hinrich, SG",ATL/CHI,46,13.7,-1.56,0.03,-1.53,0.62
24,264,"Trey Lyles, PF",UTAH,80,17.3,-2.10,-0.28,-2.38,0.62
25,265,"Josh Smith, PF",HOU/LAC,55,16.0,-3.14,1.05,-2.09,0.59
26,266,"Richaun Holmes, PF",PHI,51,13.8,-0.20,-1.64,-1.84,0.59
27,267,"Aaron Brooks, PG",CHI,69,16.1,-0.30,-1.99,-2.29,0.58
28,268,"Cameron Payne, PG",OKC,57,12.2,-0.86,-0.95,-1.81,0.58
29,269,"James Jones, SG",CLE,48,9.6,-1.11,-0.06,-1.17,0.56
30,270,"Luke Babbitt, SF",NO,47,18.0,-0.10,-2.01,-2.11,0.56
31,271,"Montrezl Harrell, PF",HOU,39,9.7,-0.90,-0.02,-0.92,0.55
32,272,"Matt Bonner, C",SA,30,6.9,0.33,0.86,1.19,0.54
33,273,"Alec Burks, SG",UTAH,31,25.7,-1.02,-0.99,-2.01,0.54
34,274,"Joffrey Lauvergne, C",DEN,59,17.6,-0.99,-1.32,-2.31,0.53
35,275,"Anderson Varejao, C",CLE/GS,53,9.4,-2.28,0.80,-1.48,0.52
36,276,"Chris Andersen, PF",MIA/MEM,27,14.9,-1.01,-0.07,-1.08,0.50
37,277,"Quincy Acy, SF",SAC,59,14.8,-1.27,-0.99,-2.26,0.50
38,278,"Andre Miller, PG",MIN/SA,39,11.8,0.30,-1.60,-1.30,0.49
39,279,"TJ Warren, SF",PHX,47,22.8,-0.38,-2.04,-2.42,0.49
40,280,"Seth Curry, SG",SAC,44,15.7,0.19,-2.29,-2.10,0.47
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,281,"Elton Brand, PF",PHI,17,13.2,-2.14,2.11,-0.03,0.46
2,282,"Tyler Hansbrough, PF",CHA,44,7.8,-0.96,-0.06,-1.02,0.45
3,283,"Stanley Johnson, SF",DET,73,23.1,-1.92,-0.78,-2.70,0.45
4,284,"Paul Pierce, SF",LAC,68,18.1,-1.92,-0.66,-2.58,0.42
5,285,"Charlie Villanueva, PF",DAL,62,10.7,-2.08,-0.07,-2.15,0.42
6,286,"Robert Sacre, C",LAL,25,12.8,-1.58,0.48,-1.10,0.42
7,287,"Hollis Thompson, SF",PHI,77,28.0,-0.22,-2.60,-2.82,0.42
8,288,"KJ McDaniels, SG",HOU,37,6.4,-1.10,0.64,-0.46,0.41
9,289,"Ryan Kelly, PF",LAL,36,13.1,-2.84,0.98,-1.86,0.39
10,290,"Lucas Nogueira, C",TOR,29,7.8,-0.70,0.18,-0.52,0.37
11,291,"Michael Kidd-Gilchrist, SF",CHA,7,29.3,-0.78,0.31,-0.47,0.34
12,292,"Roy Hibbert, C",LAL,81,23.2,-3.90,1.05,-2.85,0.33
13,293,"Anthony Morrow, SG",OKC,68,13.6,0.46,-3.05,-2.59,0.32
14,294,"Mike Miller, SG",DEN,47,7.9,-1.58,-0.23,-1.81,0.31
15,295,"JaVale McGee, C",DAL,34,10.9,-1.85,0.09,-1.76,0.31
16,296,"Kevin Seraphin, C",NY,48,11.0,-3.79,1.56,-2.23,0.29
17,297,"Alan Anderson, SG",WSH,13,14.8,-0.76,-0.04,-0.80,0.29
18,298,"Shane Larkin, PG",BKN,78,22.4,-0.90,-1.97,-2.87,0.28
19,299,"Udonis Haslem, PF",MIA,37,7.0,-1.88,0.43,-1.45,0.27
20,300,"Lance Stephenson, SG",LAC/MEM,69,19.9,-1.21,-1.60,-2.81,0.27
21,301,"Jeremy Evans, F",DAL,30,8.4,-1.59,0.18,-1.41,0.27
22,302,"Kyle Singler, SF",OKC,68,14.4,-2.68,-0.02,-2.70,0.27
23,303,"Troy Daniels, SG",CHA,43,11.1,0.00,-2.28,-2.28,0.25
24,304,"Delon Wright, PG",TOR,27,8.5,-0.70,-0.64,-1.34,0.25
25,305,"Jarell Martin, PF",MEM,27,14.1,-1.26,-0.80,-2.06,0.25
26,306,"Darrun Hilliard, SG",DET,38,10.1,-1.48,-0.71,-2.19,0.22
27,307,"Miles Plumlee, C",MIL,61,14.3,-2.22,-0.52,-2.74,0.21
28,308,"Tyler Zeller, C",BOS,60,11.8,-2.71,0.02,-2.69,0.21
29,309,"Damjan Rudez, SF",MIN,33,8.4,-0.88,-1.04,-1.92,0.21
30,310,"Lamar Patterson, SG",ATL,35,11.3,-1.76,-0.53,-2.29,0.21
