,0,1,2,3,4,5,6,7,8
21,301,"Chandler Parsons, SF",MEM,36,19.2,-0.10,-2.05,-2.15,0.43
22,302,"Zach Randolph, PF",SAC,59,25.6,-0.67,-2.01,-2.68,0.42
23,303,"Patrick Beverley, PG",LAC,11,30.4,-1.22,0.05,-1.17,0.41
24,304,"Dorian Finney-Smith, SF",DAL,21,21.3,-2.60,0.77,-1.83,0.37
25,305,"Tyrone Wallace, SG",LAC,30,28.4,-2.50,0.00,-2.50,0.36
26,306,"Justin Anderson, SG",PHI,38,13.7,-1.58,-0.49,-2.07,0.35
27,307,"Damyean Dotson, SG",NY,44,10.8,-2.07,0.08,-1.99,0.35
28,308,"Rodney McGruder, SG",MIA,18,16.6,-0.95,-0.41,-1.36,0.34
29,309,"Dakari Johnson, C",OKC,31,5.2,-1.76,2.11,0.35,0.34
30,310,"Avery Bradley, SG",DET/LAC,46,31.2,-2.25,-0.52,-2.77,0.33
31,311,"Alex Caruso, SG",LAL,37,15.2,-2.32,0.09,-2.23,0.33
32,312,"Malcolm Delaney, PG",ATL,54,18.8,-1.62,-1.01,-2.63,0.32
33,313,"Jonathan Isaac, PF",ORL,27,19.8,-3.94,1.74,-2.20,0.32
34,314,"MarShon Brooks, SG",MEM,7,27.6,0.39,-1.10,-0.71,0.30
35,315,"Iman Shumpert, SG",CLE,14,19.7,-2.26,0.80,-1.46,0.30
36,316,"Myke Henry, F",MEM,20,18.9,-1.53,-0.32,-1.85,0.30
37,317,"Wayne Selden, SG",MEM,35,19.7,-0.89,-1.56,-2.45,0.30
38,318,"Julyan Stone, PG",CHA,23,7.6,-1.43,0.83,-0.60,0.29
39,319,"Alec Peters, PF",PHX,20,11.3,-1.29,0.11,-1.18,0.29
40,320,"Guerschon Yabusele, PF",BOS,33,7.1,-1.59,0.41,-1.18,0.29
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,321,"Luke Kornet, PF",NY,20,16.4,-1.74,-0.05,-1.79,0.28
2,322,"Ante Zizic, PF",CLE,32,6.7,-0.98,-0.18,-1.16,0.27
3,323,"Tony Allen, SG",NO,22,12.4,-2.13,0.43,-1.70,0.26
4,324,"Brandon Paul, SG",SA,64,9.0,-3.08,0.63,-2.45,0.25
5,325,"Frank Mason III, PG",SAC,52,18.9,-0.95,-1.75,-2.70,0.25
6,326,"Derrick White, PG",SA,17,8.2,-1.02,0.49,-0.53,0.24
7,327,"Dante Exum, PG",UTAH,14,16.8,-0.96,-0.59,-1.55,0.24
8,328,"Johnny O'Bryant III, PF",CHA,36,10.5,-3.07,0.94,-2.13,0.23
9,329,"Mirza Teletovic, PF",MIL,10,15.9,-1.35,0.41,-0.94,0.22
10,330,"Jon Leuer, PF",DET,8,17.0,-2.49,1.82,-0.67,0.22
11,331,"Dwight Buycks, PG",DET,29,14.7,-2.01,-0.26,-2.27,0.22
12,332,"Ryan Arcidiacono, PG",CHI,24,12.7,-1.98,-0.01,-1.99,0.22
13,333,"Cheick Diallo, PF",NO,52,11.2,-1.68,-0.88,-2.56,0.22
14,334,"Lance Thomas, SF",NY,73,18.5,-2.88,0.00,-2.88,0.21
15,335,"David Nwaba, SF",CHI,70,23.5,-1.65,-1.29,-2.94,0.20
16,336,"Timothe Luwawu-Cabarrot, SG",PHI,52,15.5,-2.05,-0.72,-2.77,0.19
17,337,"Caleb Swanigan, PF",POR,27,7.0,-2.65,1.13,-1.52,0.19
18,338,"Josh Magette, PG",ATL,18,12.0,-1.47,-0.29,-1.76,0.19
19,339,"Johnathan Motley, PF",DAL,11,16.0,-1.96,0.56,-1.40,0.18
20,340,"Isaiah Whitehead, SG",BKN,16,11.3,-2.28,0.69,-1.59,0.18
21,341,"Omer Asik, C",NO/CHI,18,10.1,-2.62,0.86,-1.76,0.16
22,342,"Jodie Meeks, SG",WSH,77,14.5,-0.59,-2.31,-2.90,0.16
23,343,"Malcolm Miller, SF",TOR,15,8.4,-1.56,0.27,-1.29,0.15
24,344,"Juan Hernangomez, PF",DEN,25,11.1,-2.07,-0.18,-2.25,0.15
25,345,"Markelle Fultz, PG",PHI,14,18.1,-2.60,0.37,-2.23,0.15
26,346,"Nick Collison, F",OKC,15,5.0,-1.94,1.59,-0.35,0.14
27,347,"Darrell Arthur, PF",DEN,19,7.4,-2.02,0.37,-1.65,0.14
28,348,"Matthew Dellavedova, PG",MIL,38,18.7,-1.56,-1.25,-2.81,0.14
29,349,"Rashad Vaughn, SG",MIL/BKN/ORL,28,7.6,-1.19,-0.65,-1.84,0.14
30,350,"Jack Cooley, PF",SAC,7,12.4,-1.66,1.13,-0.53,0.13
31,351,"Alan Williams, PF",PHX,5,14.0,-2.17,2.04,-0.13,0.13
32,352,"Henry Ellenson, PF",DET,38,8.7,-2.86,0.37,-2.49,0.13
33,353,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
34,354,"Brice Johnson, PF",LAC/MEM,18,5.4,-2.12,0.70,-1.42,0.11
35,355,"Wade Baldwin IV, PG",POR,7,11.4,-1.31,0.27,-1.04,0.11
36,356,"Ivan Rabb, PF",MEM,36,14.3,-1.28,-1.49,-2.77,0.11
37,357,"Deyonta Davis, C",MEM,62,15.2,-1.43,-1.52,-2.95,0.11
38,358,"Ramon Sessions, PG",NY/WSH,28,14.0,-2.20,0.01,-2.19,0.10
39,359,"Andre Ingram, G",LAL,2,32.0,-1.15,0.26,-0.89,0.10
40,360,"Tarik Black, PF",HOU,51,10.5,-3.29,0.44,-2.85,0.10
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,361,"Marshall Plumlee, C",MIL,8,6.5,-2.02,1.66,-0.36,0.10
2,362,"Marcus Georges-Hunt, SG",MIN,42,5.3,-1.81,-0.60,-2.41,0.10
3,363,"Jabari Bird, SG",BOS,13,8.8,-1.33,-0.34,-1.67,0.10
4,364,"Richard Jefferson, SF",DEN,20,8.2,-2.39,0.15,-2.24,0.09
5,365,"Udonis Haslem, PF",MIA,14,5.1,-2.50,1.44,-1.06,0.09
6,366,"Omari Johnson, PF",MEM,4,18.8,-1.40,0.09,-1.31,0.09
7,367,"Solomon Hill, SF",NO,12,15.6,-2.66,0.21,-2.45,0.09
8,368,"Okaro White, PF",MIA,6,13.3,-1.56,0.15,-1.41,0.09
9,369,"Jonathon Simmons, SF",ORL,69,29.4,-0.61,-2.45,-3.06,0.09
10,370,"Alex Poythress, SF",IND,25,4.2,-1.79,0.09,-1.70,0.09
11,371,"Jabari Parker, PF",MIL,31,24.0,-1.16,-1.77,-2.93,0.09
12,372,"Jordan Mickey, C",MIA,23,12.3,-2.67,0.06,-2.61,0.09
13,373,"Damian Jones, C",GS,15,5.9,-2.27,0.71,-1.56,0.09
14,374,"Thomas Bryant, C",LAL,15,4.8,-1.93,0.61,-1.32,0.09
15,375,"Derrick Walton Jr., PG",MIA,16,9.2,-1.69,-0.58,-2.27,0.08
16,376,"Gian Clavell, SG",DAL,7,9.1,-0.59,-0.56,-1.15,0.08
17,377,"Joakim Noah, C",NY,7,5.7,-2.28,1.56,-0.72,0.07
18,378,"Cole Aldrich, C",MIN,21,2.3,-2.01,1.11,-0.90,0.07
19,379,"Kyle Singler, SF",OKC,12,4.9,-2.23,1.05,-1.18,0.07
20,380,"Gorgui Dieng, C",MIN,79,16.9,-2.32,-0.72,-3.04,0.07
21,381,"Kadeem Allen, SG",BOS,18,5.9,-2.20,0.10,-2.10,0.07
22,382,"Adreian Payne, PF",ORL,5,8.6,-1.43,0.70,-0.73,0.06
23,383,"Matt Costello, SF",SA,4,8.0,-1.72,1.31,-0.41,0.06
24,384,"Jamel Artis, SG",ORL,15,18.6,-2.46,-0.33,-2.79,0.06
25,385,"Antonius Cleveland, SG",ATL/DAL,17,7.2,-1.90,0.39,-1.51,0.06
26,386,"Isaiah Hicks, PF",NY,18,13.3,-2.51,-0.22,-2.73,0.06
27,387,"D.J. Wilson, PF",MIL,22,3.2,-2.10,0.34,-1.76,0.06
28,388,"DeAndre Liggins, SG",NO/MIL,58,12.5,-2.59,-0.35,-2.94,0.05
29,389,"Jeff Withey, C",DAL,10,3.9,-1.81,0.85,-0.96,0.05
30,390,"Alfonzo McKinnie, SF",TOR,14,3.8,-1.71,-0.02,-1.73,0.05
31,391,"Darrun Hilliard, SG",SA,14,6.8,-1.93,-0.30,-2.23,0.05
32,392,"Briante Weber, PG",HOU/MEM,18,13.2,-1.58,-0.87,-2.45,0.05
33,393,"Joffrey Lauvergne, C",SA,55,9.7,-2.54,-0.44,-2.98,0.05
34,394,"Nik Stauskas, SG",BKN/PHI,41,12.8,-2.08,-0.88,-2.96,0.05
35,395,"Milton Doyle, SG",BKN,10,12.5,-2.32,-0.15,-2.47,0.05
36,396,"Jacob Wiley, SF",BKN,5,6.6,-1.72,0.71,-1.01,0.05
37,397,"Jarell Martin, PF",MEM,73,22.8,-2.50,-0.58,-3.08,0.05
38,398,"Bruno Caboclo, SF",SAC/TOR,12,8.9,-2.17,-0.11,-2.28,0.05
39,399,"Tyler Ulis, PG",PHX,71,23.4,-1.60,-1.48,-3.08,0.05
40,400,"Dennis Smith Jr., PG",DAL,69,29.7,-0.91,-2.18,-3.09,0.05
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,401,"Marquis Teague, G",MEM,3,24.7,-1.84,-0.51,-2.35,0.04
2,402,"Jake Layman, SF",POR,35,4.6,-2.36,-0.40,-2.76,0.04
3,403,"Joel Bolomboy, PF",MIL,6,6.3,-1.84,0.55,-1.29,0.04
4,404,"Georges Niang, F",UTAH,9,3.6,-2.17,0.86,-1.31,0.04
5,405,"James Young, SG",PHI,6,10.2,-2.00,-0.15,-2.15,0.04
6,406,"Chris McCullough, PF",WSH,19,4.7,-2.01,-0.40,-2.41,0.04
7,407,"Antonio Blakeney, SG",CHI,19,16.5,-1.84,-1.10,-2.94,0.04
8,408,"Georgios Papagiannis, C",POR/SAC,17,7.2,-2.17,-0.46,-2.63,0.04
9,409,"Kendrick Perkins, C",CLE,1,15.0,-1.65,1.57,-0.08,0.03
10,410,"Jeremy Lin, PG",BKN,1,25.0,-1.58,-0.13,-1.71,0.03
11,411,"Dion Waiters, SG",MIA,30,30.6,-2.23,-0.84,-3.07,0.03
12,412,"Torrey Craig, SG",DEN,39,16.1,-2.18,-0.87,-3.05,0.03
13,413,"Jalen Jones, SF",NO/DAL,16,11.3,-1.60,-1.21,-2.81,0.03
14,414,"James Michael McAdoo, SF",PHI,3,6.0,-1.68,0.75,-0.93,0.03
15,415,"Jameel Warney, PF",DAL,3,9.0,-1.83,1.08,-0.75,0.03
16,416,"Mangok Mathiang, PF",CHA,4,5.0,-1.93,1.19,-0.74,0.03
17,417,"Justin Jackson, SF",SAC,68,22.1,-2.20,-0.89,-3.09,0.03
18,418,"Derrick Jones Jr., SG",MIA/PHX,20,12.3,-1.06,-0.70,-1.76,0.03
19,419,"Tony Bradley, C",UTAH,9,3.2,-2.06,0.63,-1.43,0.03
20,420,"Ike Anigbogu, C",IND,11,2.7,-1.73,0.02,-1.71,0.03
21,421,"Luol Deng, SF",LAL,1,13.0,-2.02,0.67,-1.35,0.02
22,422,"Aaron Jackson, G",HOU,1,35.0,-1.86,-0.32,-2.18,0.02
23,423,"Travis Wear, SF",LAL,17,13.4,-1.73,1.20,-0.53,0.02
24,424,"Kyle Collinsworth, PG",DAL,32,15.0,-1.28,-0.16,-1.44,0.02
25,425,"Markel Brown, SG",HOU,4,7.8,-1.74,-0.48,-2.22,0.02
26,426,"Marcus Paige, PG",CHA,5,5.6,-1.51,-0.37,-1.88,0.02
27,427,"Charles Cooke, SG",NO,13,2.9,-2.25,-0.08,-2.33,0.02
28,428,"Demetrius Jackson, PG",HOU/PHI,15,5.3,-2.32,-0.37,-2.69,0.02
29,429,"Monte Morris, PG",DEN,3,8.3,-1.46,-0.37,-1.83,0.02
30,430,"Nigel Hayes, SF",LAL/SAC/TOR,9,13.6,-1.59,0.93,-0.66,0.02
31,431,"Daniel Hamilton, SG",OKC,6,4.7,-1.74,-0.02,-1.76,0.02
32,432,"Chinanu Onuaku, C",HOU,1,22.0,-2.10,0.92,-1.18,0.02
33,433,"Emeka Okafor, C",NO,26,13.6,-1.84,1.11,-0.73,0.01
34,434,"Josh McRoberts, PF",DAL,2,3.0,-1.97,1.11,-0.86,0.01
35,435,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
36,436,"Gordon Hayward, SF",BOS,1,5.0,-1.72,0.26,-1.46,0.01
37,437,"Jeremy Evans, F",ATL,1,5.0,-1.73,0.03,-1.70,0.01
38,438,"Derrick Williams, PF",LAL,2,4.5,-2.11,1.25,-0.86,0.01
39,439,"Xavier Silas, G",BOS,2,3.5,-1.77,0.18,-1.59,0.01
40,440,"Jacob Pullen, PG",PHI,3,2.0,-1.32,-0.02,-1.34,0.01
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,441,"Scotty Hopson, SG",DAL,1,8.0,-1.82,0.01,-1.81,0.01
2,442,"Reggie Hearn, SG",DET,3,2.3,-1.66,0.09,-1.57,0.01
3,443,"Walt Lemon Jr., PG",NO,5,7.0,-1.77,-0.55,-2.32,0.01
4,444,"Xavier Munford, PG",MIL,6,3.5,-1.83,-0.51,-2.34,0.01
5,445,"Erik McCree, SF",UTAH,4,2.0,-1.97,0.43,-1.54,0.01
6,446,"Ben Moore, PF",IND,2,4.5,-1.75,-0.33,-2.08,0.01
7,447,"Xavier Rathan-Mayes, SG",MEM,5,23.6,-2.42,-0.53,-2.95,0.01
8,448,"London Perrantes, G",CLE,14,4.7,-2.10,-0.77,-2.87,0.01
9,449,"Troy Williams, SF",HOU/NY,21,14.6,-2.11,0.07,-2.04,0.01
10,450,"Devin Robinson, SF",WSH,1,13.0,-1.56,-0.17,-1.73,0.01
11,451,"Luis Montero, SG",DET,2,4.0,-1.51,-0.35,-1.86,0.01
12,452,"Justin Patton, C",MIN,1,4.0,-1.91,0.76,-1.15,0.01
13,453,"Nicolas Brussino, SF",ATL,4,2.5,-1.37,-0.16,-1.53,0.01
14,454,"Jaylen Morris, G",ATL,6,16.3,-2.43,-0.51,-2.94,0.01
15,455,"Brandon Jennings, PG",MIL,14,14.6,-2.07,-1.04,-3.11,0.00
16,456,"Trey McKinney-Jones, SG",IND,1,1.0,-1.89,0.49,-1.40,0.00
17,457,"Naz Mitrou-Long, G",UTAH,1,1.0,-1.29,-0.09,-1.38,0.00
18,458,"Edmond Sumner, PG",IND,1,2.0,-1.61,-0.42,-2.03,0.00
19,459,"PJ Dozier, PG",OKC,2,1.5,-1.80,-0.09,-1.89,0.00
20,460,"Furkan Korkmaz, SG",PHI,14,5.7,-1.98,-1.13,-3.11,0.00
21,461,"Tyler Lydon, PF",DEN,1,2.0,-1.94,0.29,-1.65,0.00
22,462,"Chris Boucher, PF",GS,1,1.0,-1.66,-0.26,-1.92,0.00
23,463,"Tim Quarterman, G",HOU,3,4.3,-1.73,0.06,-1.67,0.00
24,464,"John Holland, G",CLE,24,7.3,-2.35,-0.86,-3.21,-0.01
25,465,"Sean Kilpatrick, SG",CHI/LAC/MIL/BKN,52,12.3,-2.37,-0.94,-3.31,-0.02
26,466,"DeAndre' Bembry, SF",ATL,26,17.5,-3.05,-0.14,-3.19,-0.02
27,467,"Jawun Evans, PG",LAC,48,16.2,-2.94,-0.23,-3.17,-0.02
28,468,"Aaron Brooks, PG",MIN,32,5.9,-1.91,-1.53,-3.44,-0.03
29,469,"JaMychal Green, PF",MEM,55,28.0,-1.89,-1.27,-3.16,-0.03
30,470,"Josh Gray, PG",PHX,5,17.2,-2.54,-1.03,-3.57,-0.03
31,471,"Malik Beasley, SG",DEN,62,9.5,-2.14,-1.08,-3.22,-0.04
32,472,"Zhou Qi, PF",HOU,18,6.9,-3.32,-0.37,-3.69,-0.05
33,473,"Jason Smith, PF",WSH,33,8.6,-3.62,0.18,-3.44,-0.06
34,474,"Jahlil Okafor, C",BKN/PHI,28,12.6,-3.28,-0.12,-3.40,-0.06
35,475,"Quincy Pondexter, SG",CHI,23,8.5,-3.23,-0.47,-3.70,-0.07
36,476,"Skal Labissiere, PF",SAC,60,20.7,-2.18,-1.03,-3.21,-0.07
37,477,"Kay Felder, PG",CHI/DET,16,8.8,-2.60,-1.39,-3.99,-0.08
38,478,"Derrick Rose, PG",CLE/MIN,25,16.8,-1.82,-1.77,-3.59,-0.09
39,479,"Malachi Richardson, SG",SAC/TOR,26,12.5,-2.66,-0.98,-3.64,-0.11
40,480,"Corey Brewer, SF",LAL/OKC,72,16.8,-2.77,-0.61,-3.38,-0.12
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,481,"Zach LaVine, PG",CHI,24,27.3,-1.22,-2.20,-3.42,-0.13
2,482,"Josh Huestis, SG",OKC,69,14.2,-3.97,0.61,-3.36,-0.14
3,483,"Davon Reed, SG",PHX,21,11.5,-3.49,-0.71,-4.20,-0.17
4,484,"Evan Turner, SF",POR,79,25.7,-2.46,-0.81,-3.27,-0.19
5,485,"Joe Young, PG",IND,53,10.5,-1.96,-1.77,-3.73,-0.21
6,486,"Rodney Purvis, SG",ORL,16,18.1,-3.16,-1.19,-4.35,-0.23
7,487,"Shabazz Muhammad, SG",MIL/MIN,43,9.7,-1.99,-2.10,-4.09,-0.26
8,488,"T.J. Leaf, PF",IND,53,8.6,-1.88,-2.12,-4.00,-0.26
9,489,"Wesley Iwundu, SF",ORL,62,16.5,-3.87,0.28,-3.59,-0.30
10,490,"Lance Stephenson, SG",IND,82,22.6,-0.29,-3.12,-3.41,-0.33
11,491,"Dwayne Bacon, SF",CHA,53,13.5,-4.07,0.20,-3.87,-0.34
12,492,"Tristan Thompson, C",CLE,53,20.2,-2.45,-1.18,-3.63,-0.35
13,493,"Joe Johnson, SG",HOU/UTAH,55,21.9,-3.16,-0.89,-4.05,-0.38
14,494,"Norman Powell, SF",TOR,70,15.2,-2.61,-1.08,-3.69,-0.39
15,495,"Miles Plumlee, C",ATL,55,16.7,-4.49,0.66,-3.83,-0.42
16,496,"Thon Maker, C",MIL,74,16.7,-2.25,-1.42,-3.67,-0.42
17,497,"Zach Collins, C",POR,66,15.8,-2.90,-0.92,-3.82,-0.45
18,498,"Tony Parker, PG",SA,55,19.5,-2.24,-1.57,-3.81,-0.46
19,499,"Ian Clark, SG",NO,74,19.6,-1.44,-2.26,-3.70,-0.54
20,500,"Terrance Ferguson, SG",OKC,61,12.5,-1.88,-2.39,-4.27,-0.54
21,501,"Arron Afflalo, SG",ORL,53,12.9,-3.03,-1.37,-4.40,-0.55
22,502,"Isaiah Thomas, PG",CLE/LAL,32,26.9,-0.66,-3.66,-4.32,-0.68
23,503,"Abdel Nader, SF",BOS,48,10.9,-4.08,-1.35,-5.43,-0.78
24,504,"Jerryd Bayless, PG",PHI,39,23.7,-2.61,-1.87,-4.48,-0.82
25,505,"Ben McLemore, SG",MEM,56,19.5,-2.68,-1.67,-4.35,-0.83
26,506,"Josh Jackson, SG",PHX,77,25.4,-2.36,-1.40,-3.76,-0.83
27,507,"Tyler Dorsey, SG",ATL,56,17.4,-1.34,-3.14,-4.48,-0.87
28,508,"Dragan Bender, PF",PHX,82,25.2,-3.02,-0.75,-3.77,-0.88
29,509,"Rodney Hood, SG",CLE/UTAH,60,26.9,-0.39,-3.71,-4.10,-1.01
30,510,"Paul Zipser, SF",CHI,54,15.2,-4.52,-1.00,-5.52,-1.24
31,511,"Cristiano Felicio, C",CHI,55,17.8,-3.58,-1.62,-5.20,-1.30
32,512,"Malik Monk, SG",CHA,63,13.5,-1.46,-4.02,-5.48,-1.30
33,513,"Kobi Simmons, PG",MEM,32,20.1,-2.78,-3.59,-6.37,-1.32
34,514,"Troy Daniels, SG",PHX,79,20.5,0.11,-4.54,-4.43,-1.38
35,515,"Jameer Nelson, PG",NO/DET,50,20.3,-2.70,-2.69,-5.39,-1.44
36,516,"Patrick McCaw, SG",GS,57,16.9,-2.96,-2.54,-5.50,-1.49
37,517,"De'Aaron Fox, PG",SAC,73,27.8,-1.65,-2.68,-4.33,-1.56
38,518,"Bismack Biyombo, C",ORL,82,18.2,-4.43,-0.79,-5.22,-1.99
39,519,"Semi Ojeleye, PF",BOS,73,15.8,-4.72,-1.30,-6.02,-2.10
40,520,"Jamal Crawford, SG",MIN,80,20.7,-0.04,-5.38,-5.42,-2.40
0,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,521,"Emmanuel Mudiay, PG",DEN/NY,64,19.4,-2.52,-3.66,-6.18,-2.50
